1178,1561478464,0,0
1179,1561478476,0,0
1180,1561478489,0,0
1181,1561478502,0,0
1182,1561478514,0,0
1183,1561478527,0,0
1184,1561478539,0,0
1185,1561478552,0,0
1186,1561478565,0,0
1187,1561478577,0,0
1188,1561478590,0,0
1189,1561478602,0,0
1190,1561478615,0,0
1191,1561478628,0,0
1192,1561478640,0,0
1193,1561478653,0,0
1194,1561478665,0,0
1195,1561478678,0,0
1196,1561478691,0,0
1197,1561478703,0,0
1198,1561478716,0,0
1199,1561478728,0,0
1200,1561478741,0,0
1201,1561478754,0,0
1202,1561478767,0,0
1203,1561478779,0,0
1204,1561478792,0,0
1205,1561478804,0,0
1206,1561478817,0,0
1207,1561478830,0,0
1208,1561478842,0,0
1209,1561478855,0,0
1210,1561478867,0,0
1211,1561478880,0,0
1212,1561478893,0,0
1213,1561478905,0,0
1214,1561478918,0,0
1215,1561478930,0,0
1216,1561478943,0,0
1217,1561478955,0,0
1218,1561478968,0,0
1219,1561478981,0,0
1220,1561478993,0,0
1221,1561479006,0,0
1222,1561479019,0,0
1223,1561479031,0,0
1224,1561479044,0,0
1225,1561479056,0,0
1226,1561479069,0,0
1227,1561479082,0,0
1228,1561479094,0,0
1229,1561479107,0,0
1230,1561479119,0,0
1231,1561479132,0,0
1232,1561479145,0,0
1233,1561479157,0,0
1234,1561479170,0,0
1235,1561479182,0,0
1236,1561479195,0,0
1237,1561479208,0,0
1238,1561479220,0,0
1239,1561479233,0,0
1240,1561479245,0,0
1241,1561479258,0,0
1242,1561479271,0,0
1243,1561479283,0,0
1244,1561479296,0,0
1245,1561479309,0,0
1246,1561479321,0,0
1247,1561479334,0,0
1248,1561479346,0,0
1249,1561479359,0,0
1250,1561479372,0,0
1251,1561479384,0,0
1252,1561479397,0,0
1253,1561479409,0,0
1254,1561479422,0,0
1255,1561479435,0,0
1256,1561479447,0,0
1257,1561479460,0,0
1258,1561479472,0,0
1259,1561479485,0,0
1260,1561479498,0,0
1261,1561479510,0,0
1262,1561479523,0,0
1263,1561479536,0,0
1264,1561479548,0,0
1265,1561479561,0,0
1266,1561479573,0,0
1267,1561479586,0,0
1268,1561479599,0,0
1269,1561479611,0,0
1270,1561479624,0,0
1271,1561479637,0,0
1272,1561479649,0,0
1273,1561479662,0,0
1274,1561479674,0,0
1275,1561479687,0,0
1276,1561479700,0,0
1277,1561479712,0,0
1278,1561479725,0,0
1279,1561479737,0,0
1280,1561479750,0,0
1281,1561479763,0,0
1282,1561479775,0,0
1283,1561479788,0,0
1284,1561479800,0,0
1285,1561479813,0,0
1286,1561479826,0,0
1287,1561479838,0,0
1288,1561479851,0,0
1289,1561479864,0,0
1290,1561479876,0,0
1291,1561479889,0,0
1292,1561479901,0,0
1293,1561479914,0,0
1294,1561479927,0,0
1295,1561479939,0,0
1296,1561479952,0,0
1297,1561479965,0,0
1298,1561479977,0,0
1299,1561479990,0,0
1300,1561480002,0,0
1301,1561480015,0,0
1302,1561480028,0,0
1303,1561480040,0,0
1304,1561480053,0,0
1305,1561480065,0,0
1306,1561480078,0,0
1307,1561480091,0,0
1308,1561480103,0,0
1309,1561480116,0,0
1310,1561480128,0,0
1311,1561480141,0,0
1312,1561480154,0,0
1313,1561480166,0,0
1314,1561480179,0,0
1315,1561480191,0,0
1316,1561480204,0,0
1317,1561480217,0,0
1318,1561480229,0,0
1319,1561480242,0,0
1320,1561480255,0,0
1321,1561480267,0,0
1322,1561480280,0,0
1323,1561480292,0,0
1324,1561480305,0,0
1325,1561480318,0,0
1326,1561480330,0,0
1327,1561480343,0,0
1328,1561480355,0,0
1329,1561480368,0,0
1330,1561480381,0,0
1331,1561480393,0,0
1332,1561480406,0,0
1333,1561480418,0,0
1334,1561480431,0,0
1335,1561480444,0,0
1336,1561480456,0,0
1337,1561480469,0,0
1338,1561480481,0,0
1339,1561480494,0,0
1340,1561480507,0,0
1341,1561480519,0,0
1342,1561480532,0,0
1343,1561480544,0,0
1344,1561480557,0,0
1345,1561480570,0,0
1346,1561480582,0,0
1347,1561480595,0,0
1348,1561480608,0,0
1349,1561480620,0,0
1350,1561480633,0,0
1351,1561480645,0,0
1352,1561480658,0,0
1353,1561480671,0,0
1354,1561480683,0,0
1355,1561480696,0,0
1356,1561480708,0,0
1357,1561480721,0,0
1358,1561480734,0,0
1359,1561480746,0,0
1360,1561480759,0,0
1361,1561480771,0,0
1362,1561480784,0,0
1363,1561480797,0,0
1364,1561480809,0,0
1365,1561480822,0,0
1366,1561480835,0,0
1367,1561480847,0,0
1368,1561480860,0,0
1369,1561480872,0,0
1370,1561480885,0,0
1371,1561480898,0,0
1372,1561480910,0,0
1373,1561480923,0,0
1374,1561480935,0,0
1375,1561480948,0,0
1376,1561480961,0,0
1377,1561480973,0,0
1378,1561480986,0,0
1379,1561480998,0,0
1380,1561481011,0,0
1381,1561481024,0,0
1382,1561481036,0,0
1383,1561481049,0,0
1384,1561481062,0,0
1385,1561481074,0,0
1386,1561481087,0,0
1387,1561481099,0,0
1388,1561481112,0,0
1389,1561481125,0,0
1390,1561481137,0,0
1391,1561481150,0,0
1392,1561481162,0,0
1393,1561481175,0,0
1394,1561481188,0,0
1395,1561481200,0,0
1396,1561481213,0,0
1397,1561481225,0,0
1398,1561481238,0,0
1399,1561481251,0,0
